ID,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival
0x8d8c ,Snack ,scooter ,0,No 
0xb3ca ,Meal ,motorcycle ,1,No 
0x44f6 ,Drinks ,scooter ,0,No 
0x7f2b ,Drinks ,motorcycle ,1,No 
0x33cf ,Drinks ,electric_scooter ,2,No 
0xdcbe ,Snack ,scooter ,1,No 
0x55c2 ,Buffet ,motorcycle ,1,No 
0x71e0 ,Meal ,scooter ,0,No 
0xb1d5 ,Drinks ,scooter ,1,No 
0x3a15 ,Snack ,motorcycle ,1,No 
0x464e ,Meal ,motorcycle ,0,No 
0x7457 ,Buffet ,scooter ,0,No 
0x707a ,Buffet ,motorcycle ,1,No 
0xa957 ,Buffet ,motorcycle ,1,No 
0x9e10 ,Snack ,motorcycle ,1,No 
0x54c4 ,Buffet ,motorcycle ,1,No 
0xd0a2 ,Buffet ,motorcycle ,2,No 
0x9054 ,Drinks ,motorcycle ,1,No 
0xbed9 ,Snack ,motorcycle ,0,No 
0xc976 ,Snack ,motorcycle ,1,No 
0x243b ,Snack ,scooter ,0,No 
0x2751 ,Snack ,motorcycle ,0,No 
0xaefe ,Meal ,scooter ,1,No 
0xc6b ,Buffet ,motorcycle ,0,No 
0x15b5 ,Meal ,motorcycle ,1,No 
0x226c ,Snack ,motorcycle ,1,No 
0xb60f ,Drinks ,motorcycle ,1,No 
0x66c9 ,Drinks ,motorcycle ,1,No 
0x9c81 ,Drinks ,motorcycle ,0,No 
0xabde ,Snack ,motorcycle ,0,No 
0x6116 ,Drinks ,motorcycle ,1,No 
0x3cae ,Buffet ,motorcycle ,0,No 
0x86a3 ,Meal ,motorcycle ,1,No 
0x854 ,Buffet ,motorcycle ,1,No 
0xad7a ,Drinks ,motorcycle ,0,No 
0x2d01 ,Drinks ,motorcycle ,1,No 
0x5c4a ,Snack ,scooter ,0,No 
0xd3dc ,Drinks ,motorcycle ,1,No 
0x3570 ,Meal ,scooter ,0,No 
0xb79a ,Snack ,motorcycle ,1,No 
0xf1f ,Snack ,scooter ,0,No 
0x36ac ,Buffet ,motorcycle ,1,No 
0x4ec4 ,Buffet ,motorcycle ,1,No 
0x6b90 ,Buffet ,scooter ,0,No 
0x8ad4 ,Snack ,motorcycle ,0,No 
0xad49 ,Buffet ,scooter ,1,No 
0x5978 ,Buffet ,scooter ,1,No 
0x68a8 ,Buffet ,motorcycle ,0,No 
0x8b61 ,Meal ,motorcycle ,1,No 
0xd2e3 ,Snack ,motorcycle ,1,No 
0xbb6c ,Drinks ,motorcycle ,1,No 
0xd32e ,Meal ,motorcycle ,1,No 
0x2810 ,Snack ,scooter ,0,No 
0x3522 ,Snack ,motorcycle ,0,No 
0x78f1 ,Drinks ,motorcycle ,1,No 
0x833e ,Buffet ,motorcycle ,0,No 
0x797b ,Snack ,scooter ,1,No 
0xbb54 ,Drinks ,scooter ,2,No 
0x6481 ,Drinks ,electric_scooter ,1,No 
0x4021 ,Meal ,scooter ,NaN ,No 
0x6d49 ,Drinks ,motorcycle ,1,No 
0xcc59 ,Drinks ,scooter ,1,No 
0xcfa8 ,Drinks ,scooter ,1,No 
0x839 ,Snack ,scooter ,1,No 
0x469c ,Buffet ,motorcycle ,1,No 
0x2bbb ,Meal ,motorcycle ,0,No 
0x1744 ,Drinks ,scooter ,0,No 
0xa45b ,Buffet ,scooter ,1,No 
0xdf51 ,Snack ,scooter ,1,No 
0x4eb5 ,Meal ,electric_scooter ,1,No 
0x5341 ,Buffet ,motorcycle ,1,No 
0xdaf0 ,Meal ,scooter ,0,No 
0x5242 ,Buffet ,scooter ,1,No 
0x1258 ,Snack ,motorcycle ,1,No 
0xa24a ,Drinks ,scooter ,1,No 
0xaa45 ,Meal ,motorcycle ,0,No 
0x865c ,Snack ,motorcycle ,0,No 
0x8d7b ,Drinks ,scooter ,1,No 
0xd0b6 ,Buffet ,scooter ,1,No 
0xd804 ,Buffet ,motorcycle ,3,Yes 
0x52d8 ,Drinks ,motorcycle ,1,No 
0x6e44 ,Meal ,motorcycle ,1,No 
0x429f ,Meal ,motorcycle ,0,No 
0xa640 ,Drinks ,scooter ,1,No 
0x5287 ,Drinks ,scooter ,0,No 
0xc68 ,Buffet ,scooter ,1,No 
0x6682 ,Buffet ,motorcycle ,0,No 
0x50de ,Meal ,motorcycle ,1,No 
0xa2df ,Buffet ,motorcycle ,0,No 
0x60f0 ,Buffet ,electric_scooter ,1,No 
0xecb ,Drinks ,motorcycle ,1,No 
0x33f1 ,Drinks ,scooter ,1,No 
0x894 ,Snack ,scooter ,1,No 
0xcd8b ,Meal ,motorcycle ,1,No 
0x4a74 ,Drinks ,motorcycle ,1,No 
0x5353 ,Drinks ,motorcycle ,NaN ,No 
0xa1aa ,Snack ,electric_scooter ,1,No 
0x9544 ,Meal ,scooter ,0,No 
0xaf60 ,Meal ,scooter ,1,No 
0x4082 ,Buffet ,motorcycle ,0,No 
0xe08a ,Drinks ,motorcycle ,1,No 
0xd66b ,Snack ,electric_scooter ,0,No 
0x1a42 ,Snack ,motorcycle ,1,No 
0x2797 ,Meal ,motorcycle ,1,No 
0xade8 ,Buffet ,motorcycle ,0,No 
0xadaf ,Meal ,motorcycle ,0,No 
0xd9bc ,Meal ,scooter ,2,No 
0x4d29 ,Meal ,motorcycle ,1,No 
0x174f ,Buffet ,motorcycle ,1,No 
0x4c91 ,Drinks ,motorcycle ,0,No 
0x63bc ,Buffet ,motorcycle ,1,No 
0xac92 ,Drinks ,scooter ,1,No 
0x50e6 ,Drinks ,motorcycle ,1,No 
0x9391 ,Buffet ,scooter ,1,No 
0x4083 ,Meal ,motorcycle ,1,No 
0xc1aa ,Snack ,motorcycle ,1,No 
0xbf7f ,Snack ,electric_scooter ,1,No 
0x11e7 ,Snack ,scooter ,1,No 
0xe153 ,Meal ,motorcycle ,1,No 
0x4a4c ,Drinks ,motorcycle ,1,Yes 
0x5c31 ,Buffet ,scooter ,1,No 
0x4d8c ,Meal ,scooter ,0,NaN 
0x3470 ,Drinks ,electric_scooter ,1,No 
0x7013 ,Snack ,motorcycle ,1,No 
0xa43d ,Meal ,motorcycle ,1,No 
0x5b3d ,Meal ,electric_scooter ,0,No 
0x723f ,Meal ,scooter ,0,No 
0xbbfe ,Buffet ,motorcycle ,1,No 
0x923b ,Drinks ,motorcycle ,0,No 
0xb4a2 ,Meal ,scooter ,0,No 
0x7e38 ,Buffet ,scooter ,1,No 
0x580e ,Meal ,motorcycle ,1,No 
0x5f28 ,Buffet ,motorcycle ,1,No 
0xb5d6 ,Drinks ,motorcycle ,1,No 
0x2bcb ,Drinks ,motorcycle ,NaN ,No 
0x9147 ,Meal ,motorcycle ,1,No 
0x2dc5 ,Drinks ,motorcycle ,1,No 
0x23ef ,Drinks ,scooter ,1,No 
0x1ecd ,Snack ,scooter ,NaN ,No 
0x4d51 ,Meal ,electric_scooter ,0,No 
0x5074 ,Buffet ,motorcycle ,1,No 
0xda3f ,Drinks ,motorcycle ,1,No 
0x18de ,Drinks ,motorcycle ,0,Yes 
0xc789 ,Drinks ,scooter ,1,No 
0xf37 ,Meal ,scooter ,1,No 
0x64dc ,Drinks ,scooter ,0,No 
0x3b12 ,Snack ,motorcycle ,1,No 
0x7652 ,Buffet ,motorcycle ,1,No 
0x88f8 ,Meal ,motorcycle ,3,Yes 
0x3536 ,Buffet ,motorcycle ,0,No 
0x7149 ,Meal ,scooter ,1,No 
0x1222 ,Meal ,motorcycle ,1,No 
0xe1a1 ,Drinks ,scooter ,1,No 
0x875a ,Drinks ,scooter ,0,No 
0xd92c ,Drinks ,motorcycle ,1,No 
0x7c81 ,Drinks ,scooter ,1,No 
0x7d1e ,Snack ,motorcycle ,1,No 
0x9bbe ,Drinks ,motorcycle ,1,No 
0xdfc3 ,Buffet ,motorcycle ,0,No 
0xa54c ,Drinks ,motorcycle ,1,No 
0x9e5 ,Drinks ,scooter ,1,No 
0x5872 ,Drinks ,motorcycle ,1,No 
0x1933 ,Buffet ,motorcycle ,1,No 
0x5fe0 ,Snack ,scooter ,1,No 
0x2da5 ,Snack ,motorcycle ,1,No 
0x4041 ,Buffet ,motorcycle ,0,No 
0x22a2 ,Buffet ,scooter ,0,No 
0x7b27 ,Buffet ,motorcycle ,0,No 
0xce9f ,Buffet ,motorcycle ,1,No 
0x7e17 ,Drinks ,motorcycle ,2,No 
0xe22b ,Buffet ,motorcycle ,1,No 
0xd4b2 ,Snack ,motorcycle ,1,No 
0x362b ,Meal ,motorcycle ,1,No 
0xbcf7 ,Snack ,scooter ,0,No 
0x7290 ,Snack ,motorcycle ,1,No 
0xaa2d ,Meal ,motorcycle ,0,Yes 
0xb1d3 ,Buffet ,motorcycle ,1,No 
0x3a83 ,Drinks ,electric_scooter ,1,No 
0xa9f2 ,Snack ,motorcycle ,1,No 
0xbc19 ,Buffet ,motorcycle ,1,No 
0x6d34 ,Snack ,motorcycle ,1,No 
0x1d32 ,Buffet ,motorcycle ,1,No 
0x761d ,Snack ,motorcycle ,1,No 
0x72d7 ,Meal ,motorcycle ,3,Yes 
0x62b8 ,Drinks ,scooter ,1,No 
0x7088 ,Buffet ,motorcycle ,1,No 
0x2653 ,Meal ,scooter ,0,No 
0x70d2 ,Buffet ,motorcycle ,0,No 
0x5d4 ,Buffet ,electric_scooter ,1,No 
0x3193 ,Buffet ,scooter ,1,No 
0xadef ,Meal ,motorcycle ,1,No 
0x844 ,Buffet ,motorcycle ,1,No 
0x99ed ,Drinks ,motorcycle ,0,No 
0xb7fc ,Snack ,electric_scooter ,2,No 
0x97c5 ,Snack ,motorcycle ,2,No 
0x7bea ,Snack ,scooter ,1,No 
0xac5 ,Buffet ,motorcycle ,1,No 
0xb0c6 ,Buffet ,scooter ,1,No 
0xd28e ,Drinks ,scooter ,1,No 
0xad15 ,Buffet ,scooter ,1,No 
0x7eb1 ,Snack ,motorcycle ,1,No 
0x9cb9 ,Buffet ,motorcycle ,0,No 
0x5da5 ,Meal ,scooter ,1,No 
0xdd5e ,Buffet ,scooter ,0,No 
0x2712 ,Meal ,motorcycle ,1,No 
0xb225 ,Snack ,motorcycle ,1,No 
0x6dac ,Snack ,motorcycle ,1,No 
0xe271 ,Buffet ,scooter ,0,No 
0x5861 ,Meal ,electric_scooter ,1,No 
0x9224 ,Meal ,scooter ,0,No 
0x4ec7 ,Meal ,motorcycle ,1,No 
0xbbf6 ,Buffet ,motorcycle ,1,No 
0xb2c9 ,Buffet ,electric_scooter ,1,No 
0xd23b ,Buffet ,scooter ,2,No 
0x6d8d ,Drinks ,motorcycle ,0,No 
0x7a5 ,Buffet ,motorcycle ,1,No 
0x2f99 ,Snack ,motorcycle ,0,No 
0x8a88 ,Buffet ,motorcycle ,0,No 
0x8cdf ,Drinks ,scooter ,0,No 
0xbdb2 ,Meal ,scooter ,1,No 
0xbd50 ,Meal ,motorcycle ,0,No 
0x1b1b ,Buffet ,electric_scooter ,1,No 
0xdce2 ,Snack ,scooter ,1,No 
0xaad8 ,Drinks ,electric_scooter ,0,No 
0x2f01 ,Snack ,motorcycle ,1,No 
0x90d9 ,Drinks ,scooter ,1,No 
0x4a11 ,Drinks ,motorcycle ,1,No 
0x4fec ,Buffet ,scooter ,1,No 
0x88bf ,Snack ,scooter ,1,No 
0x3dd0 ,Snack ,scooter ,0,No 
0x6486 ,Drinks ,motorcycle ,NaN ,No 
0xd2db ,Snack ,scooter ,1,No 
0xaa20 ,Drinks ,motorcycle ,2,No 
0x2aa3 ,Snack ,electric_scooter ,0,No 
0x619d ,Drinks ,motorcycle ,1,No 
0x84bf ,Drinks ,motorcycle ,1,No 
0x5e1b ,Drinks ,motorcycle ,1,No 
0x8296 ,Snack ,motorcycle ,0,No 
0x8818 ,Drinks ,motorcycle ,0,No 
0x30c2 ,Drinks ,scooter ,0,No 
0x25d2 ,Buffet ,motorcycle ,1,No 
0xddbb ,Buffet ,motorcycle ,1,No 
0x1f46 ,Drinks ,motorcycle ,0,No 
0x382b ,Buffet ,scooter ,1,No 
0xa5b4 ,Drinks ,electric_scooter ,0,No 
0x5cf2 ,Drinks ,scooter ,0,No 
0x813a ,Snack ,motorcycle ,1,No 
0xd3c9 ,Meal ,motorcycle ,1,No 
0x7de2 ,Meal ,scooter ,2,No 
0xb971 ,Meal ,scooter ,1,No 
0xeb0 ,Snack ,motorcycle ,1,No 
0xc000 ,Snack ,scooter ,0,No 
0x8401 ,Drinks ,scooter ,1,No 
0x31a0 ,Meal ,electric_scooter ,1,No 
0xad51 ,Meal ,motorcycle ,1,No 
0x21d3 ,Buffet ,motorcycle ,0,No 
0xb841 ,Drinks ,scooter ,0,No 
0x9a22 ,Meal ,motorcycle ,NaN ,No 
0xa9f8 ,Buffet ,motorcycle ,1,No 
0xde21 ,Drinks ,motorcycle ,1,No 
0xc4fd ,Drinks ,motorcycle ,1,No 
0xc8d8 ,Buffet ,scooter ,1,No 
0x3599 ,Buffet ,motorcycle ,0,No 
0x27bb ,Snack ,electric_scooter ,1,No 
0xae47 ,Snack ,scooter ,0,No 
0x6b1f ,Buffet ,motorcycle ,2,No 
0x326c ,Buffet ,motorcycle ,1,Yes 
0x865e ,Drinks ,scooter ,1,No 
0x6570 ,Meal ,scooter ,0,No 
0x584f ,Buffet ,scooter ,0,No 
0xdafe ,Snack ,scooter ,0,No 
0xa5eb ,Drinks ,motorcycle ,0,No 
0xddac ,Snack ,scooter ,1,No 
0xc393 ,Buffet ,motorcycle ,1,No 
0x9dbe ,Meal ,motorcycle ,1,No 
0x9863 ,Buffet ,motorcycle ,1,No 
0x8836 ,Drinks ,scooter ,0,No 
0xd0b4 ,Buffet ,motorcycle ,0,No 
0x7d83 ,Snack ,motorcycle ,1,No 
0x58c9 ,Meal ,motorcycle ,0,No 
0x6e49 ,Buffet ,motorcycle ,2,Yes 
0xc84 ,Buffet ,motorcycle ,1,No 
0xa5d0 ,Meal ,electric_scooter ,0,No 
0x3f45 ,Buffet ,motorcycle ,0,No 
0x7384 ,Buffet ,motorcycle ,1,No 
0x64aa ,Meal ,motorcycle ,1,No 
0xb64f ,Meal ,motorcycle ,0,No 
0xb0bd ,Snack ,scooter ,1,No 
0x3014 ,Meal ,motorcycle ,0,No 
0x39af ,Snack ,scooter ,1,No 
0x71df ,Drinks ,scooter ,0,No 
0xbec0 ,Drinks ,motorcycle ,2,No 
0x6fbe ,Meal ,motorcycle ,1,No 
0xb4c8 ,Buffet ,electric_scooter ,1,Yes 
0xa96d ,Drinks ,scooter ,1,No 
0x5eef ,Meal ,motorcycle ,1,No 
0x1532 ,Meal ,scooter ,0,No 
0xcc87 ,Buffet ,scooter ,1,No 
0x55b0 ,Meal ,motorcycle ,0,No 
0xc7b4 ,Snack ,motorcycle ,1,No 
0x55cb ,Drinks ,motorcycle ,2,No 
0xbe12 ,Drinks ,motorcycle ,1,No 
0x86b7 ,Drinks ,motorcycle ,1,No 
0xb9f7 ,Snack ,scooter ,1,No 
0x1bf3 ,Snack ,scooter ,1,No 
0xdc9d ,Snack ,motorcycle ,0,No 
0x5265 ,Buffet ,motorcycle ,1,No 
0xcedb ,Drinks ,motorcycle ,1,No 
0xcdee ,Snack ,electric_scooter ,2,No 
0x13a1 ,Snack ,scooter ,0,No 
0xa408 ,Meal ,motorcycle ,1,No 
0x7680 ,Buffet ,motorcycle ,1,No 
0x49dc ,Buffet ,scooter ,0,No 
0x7ac7 ,Drinks ,motorcycle ,NaN ,No 
0x53c7 ,Snack ,motorcycle ,2,No 
0x716e ,Drinks ,motorcycle ,1,No 
0xcc0c ,Snack ,scooter ,0,No 
0x406d ,Snack ,motorcycle ,1,No 
0x798c ,Drinks ,motorcycle ,0,No 
0xced0 ,Snack ,scooter ,1,No 
0xc2c5 ,Snack ,motorcycle ,1,No 
0xcc96 ,Snack ,scooter ,1,No 
0x1aa2 ,Buffet ,motorcycle ,0,No 
0xb29c ,Snack ,motorcycle ,1,No 
0x81dd ,Snack ,electric_scooter ,1,No 
0x1302 ,Meal ,motorcycle ,2,No 
0xea1 ,Snack ,motorcycle ,0,No 
0x5853 ,Meal ,scooter ,1,No 
0x3243 ,Snack ,motorcycle ,1,No 
0xac4f ,Snack ,scooter ,1,No 
0x2db8 ,Meal ,scooter ,0,No 
0x3296 ,Meal ,motorcycle ,1,No 
0xaef7 ,Buffet ,scooter ,1,No 
0x5083 ,Drinks ,motorcycle ,1,No 
0x945e ,Drinks ,motorcycle ,0,No 
0x533b ,Snack ,motorcycle ,0,No 
0xb328 ,Drinks ,motorcycle ,0,No 
0x6ccd ,Drinks ,scooter ,1,No 
0x1167 ,Buffet ,motorcycle ,1,No 
0x1c92 ,Drinks ,motorcycle ,1,No 
0x3f41 ,Snack ,motorcycle ,0,No 
0x50a3 ,Meal ,motorcycle ,0,No 
0x961 ,Meal ,motorcycle ,1,No 
0x7d80 ,Meal ,motorcycle ,1,No 
0x3604 ,Drinks ,scooter ,0,No 
0x61ff ,Snack ,motorcycle ,1,No 
0x909d ,Drinks ,motorcycle ,1,No 
0xdab9 ,Snack ,electric_scooter ,1,No 
0xce4d ,Buffet ,scooter ,1,No 
0x8c56 ,Drinks ,scooter ,0,No 
0x5d0e ,Drinks ,motorcycle ,0,No 
0xa56a ,Buffet ,motorcycle ,1,No 
0x6380 ,Meal ,electric_scooter ,0,No 
0x468a ,Buffet ,scooter ,0,No 
0x8071 ,Snack ,motorcycle ,0,No 
0x9575 ,Drinks ,scooter ,1,No 
0x9f4b ,Buffet ,motorcycle ,1,No 
0xde5b ,Meal ,motorcycle ,0,No 
0xabbd ,Snack ,motorcycle ,0,No 
0x92e9 ,Snack ,scooter ,1,No 
0x4aff ,Drinks ,motorcycle ,1,No 
0x7960 ,Meal ,motorcycle ,1,No 
0xd04d ,Buffet ,scooter ,0,No 
0x528c ,Meal ,scooter ,1,No 
0x71f4 ,Snack ,scooter ,1,No 
0xb231 ,Buffet ,electric_scooter ,0,No 
0xc1c ,Snack ,motorcycle ,0,No 
0x8a71 ,Buffet ,motorcycle ,0,No 
0x2c1d ,Meal ,motorcycle ,1,No 
0x145d ,Drinks ,scooter ,0,No 
0x6c18 ,Buffet ,scooter ,1,No 
0x2120 ,Drinks ,scooter ,0,No 
0x559 ,Snack ,motorcycle ,3,No 
0xc9f4 ,Buffet ,motorcycle ,0,NaN 
0x3cca ,Snack ,motorcycle ,0,No 
0xd15a ,Buffet ,motorcycle ,1,No 
0xb0e3 ,Buffet ,motorcycle ,1,No 
0x254b ,Snack ,motorcycle ,0,No 
0xc99d ,Meal ,scooter ,1,No 
0xbdcf ,Buffet ,scooter ,1,No 
0x4603 ,Drinks ,motorcycle ,1,No 
0x507c ,Snack ,scooter ,0,No 
0xc3d3 ,Drinks ,motorcycle ,1,No 
0x8103 ,Drinks ,motorcycle ,NaN ,No 
0x5fea ,Meal ,motorcycle ,0,No 
0xbcf9 ,Buffet ,scooter ,1,No 
0x7b0b ,Meal ,motorcycle ,2,No 
0xdffa ,Snack ,motorcycle ,0,No 
0x4abf ,Snack ,scooter ,1,No 
0x5370 ,Buffet ,motorcycle ,0,No 
0x4ad4 ,Drinks ,motorcycle ,0,No 
0xa894 ,Drinks ,scooter ,1,No 
0xab3e ,Drinks ,motorcycle ,1,No 
0x2e54 ,Snack ,scooter ,1,No 
0x178e ,Meal ,scooter ,2,No 
0x704b ,Snack ,scooter ,1,No 
0xcbc8 ,Meal ,scooter ,1,No 
0x8bbd ,Drinks ,scooter ,1,No 
0x79b2 ,Drinks ,scooter ,1,No 
0xd08d ,Buffet ,scooter ,1,No 
0x5530 ,Buffet ,motorcycle ,0,No 
0xe1ae ,Snack ,scooter ,1,No 
0x41f7 ,Buffet ,motorcycle ,1,No 
0x3f69 ,Snack ,scooter ,1,No 
0x6c06 ,Snack ,motorcycle ,0,No 
0x9033 ,Buffet ,electric_scooter ,0,No 
0xb84b ,Meal ,motorcycle ,0,No 
0x6574 ,Buffet ,motorcycle ,0,No 
0x6ecc ,Meal ,scooter ,1,No 
0xcb9 ,Meal ,motorcycle ,1,No 
0x37f4 ,Snack ,scooter ,1,No 
0x53d0 ,Buffet ,scooter ,1,No 
0x99ae ,Snack ,scooter ,0,No 
0x2763 ,Buffet ,motorcycle ,0,No 
0x18d3 ,Drinks ,motorcycle ,0,No 
0x9bb5 ,Snack ,motorcycle ,1,No 
0x896e ,Snack ,motorcycle ,0,No 
0xa2e7 ,Meal ,motorcycle ,1,No 
0x5a79 ,Snack ,electric_scooter ,1,No 
0x9d7 ,Snack ,scooter ,1,No 
0xd116 ,Snack ,electric_scooter ,1,No 
0x94a ,Snack ,motorcycle ,1,No 
0x5a10 ,Meal ,scooter ,1,No 
0x67e7 ,Meal ,scooter ,1,No 
0x4e03 ,Meal ,motorcycle ,1,No 
0x3f4e ,Snack ,motorcycle ,1,No 
0x59dd ,Snack ,motorcycle ,1,No 
0x6173 ,Buffet ,scooter ,0,No 
0x484c ,Snack ,electric_scooter ,0,No 
0xb778 ,Meal ,motorcycle ,1,No 
0x90c ,Buffet ,scooter ,1,No 
0x1aba ,Snack ,motorcycle ,1,No 
0x9fba ,Buffet ,motorcycle ,1,No 
0x433b ,Drinks ,scooter ,1,No 
0x35fc ,Snack ,scooter ,1,No 
0x1ab0 ,Buffet ,motorcycle ,1,No 
0x2a45 ,Snack ,motorcycle ,1,No 
0xb596 ,Drinks ,motorcycle ,1,No 
0xac50 ,Meal ,scooter ,1,No 
0x71ab ,Meal ,scooter ,1,No 
0x85f2 ,Buffet ,motorcycle ,1,No 
0x6353 ,Drinks ,motorcycle ,0,No 
0x784c ,Buffet ,motorcycle ,1,No 
0x3ff4 ,Buffet ,scooter ,0,No 
0x84d2 ,Meal ,scooter ,0,No 
0x337c ,Snack ,scooter ,1,No 
0x52bc ,Buffet ,motorcycle ,0,No 
0x73fe ,Buffet ,motorcycle ,0,No 
0x1c96 ,Drinks ,motorcycle ,0,No 
0x3c9a ,Buffet ,motorcycle ,1,No 
0x47eb ,Meal ,scooter ,1,Yes 
0x5f9e ,Meal ,scooter ,1,No 
0xb2c0 ,Meal ,scooter ,1,No 
0x6bc2 ,Drinks ,motorcycle ,1,No 
0xda34 ,Snack ,motorcycle ,1,No 
0x8b84 ,Buffet ,scooter ,1,No 
0x9cc1 ,Buffet ,electric_scooter ,1,No 
0xdf38 ,Buffet ,motorcycle ,3,Yes 
0x82a1 ,Buffet ,motorcycle ,1,No 
0xda0b ,Meal ,scooter ,0,No 
0xb18c ,Meal ,motorcycle ,1,No 
0x9c77 ,Buffet ,motorcycle ,1,No 
0xc21f ,Drinks ,scooter ,1,No 
0xdd78 ,Buffet ,scooter ,0,No 
0xc98 ,Buffet ,motorcycle ,0,No 
0x683a ,Snack ,motorcycle ,2,No 
0xac74 ,Meal ,electric_scooter ,1,No 
0x671a ,Snack ,scooter ,1,No 
0xbf76 ,Drinks ,electric_scooter ,1,No 
0x4339 ,Buffet ,motorcycle ,1,No 
0x7e4b ,Buffet ,motorcycle ,1,No 
0x19ab ,Drinks ,motorcycle ,2,Yes 
0x51ec ,Snack ,motorcycle ,0,No 
0x9593 ,Drinks ,motorcycle ,1,No 
0x1a89 ,Meal ,scooter ,0,No 
0xd33d ,Buffet ,scooter ,1,No 
0x1a52 ,Snack ,motorcycle ,1,No 
0x4e28 ,Meal ,scooter ,0,No 
0x9660 ,Drinks ,motorcycle ,1,No 
0xa272 ,Buffet ,motorcycle ,0,No 
0xa683 ,Drinks ,motorcycle ,1,No 
0x1884 ,Buffet ,scooter ,1,No 
0x3f93 ,Snack ,scooter ,1,No 
0x4810 ,Meal ,motorcycle ,0,No 
0x8d6d ,Drinks ,electric_scooter ,0,No 
0x5b90 ,Snack ,scooter ,0,No 
0x3aef ,Buffet ,motorcycle ,1,No 
0x713e ,Drinks ,motorcycle ,2,Yes 
0x5cb8 ,Buffet ,motorcycle ,2,No 
0x6d0d ,Meal ,motorcycle ,1,No 
0xb2bd ,Drinks ,scooter ,1,No 
0x1047 ,Snack ,motorcycle ,1,No 
0xcaf9 ,Drinks ,scooter ,0,No 
0x8081 ,Meal ,electric_scooter ,1,No 
0x9461 ,Meal ,motorcycle ,1,No 
0xcb44 ,Buffet ,motorcycle ,1,No 
0x5fe1 ,Snack ,motorcycle ,0,No 
0xb9a0 ,Drinks ,scooter ,1,No 
0x6236 ,Meal ,motorcycle ,1,No 
0xc218 ,Snack ,motorcycle ,1,No 
0x3ab3 ,Snack ,motorcycle ,2,No 
0x1f50 ,Drinks ,motorcycle ,1,No 
0xb832 ,Meal ,scooter ,1,No 
0xc266 ,Buffet ,motorcycle ,0,No 
0xb549 ,Snack ,scooter ,1,No 
0xbc84 ,Snack ,motorcycle ,1,No 
0xd549 ,Snack ,scooter ,1,No 
0x9739 ,Snack ,motorcycle ,1,No 
0x4109 ,Snack ,scooter ,1,No 
0x33b5 ,Drinks ,scooter ,1,No 
0x9b86 ,Snack ,scooter ,0,No 
0x725e ,Snack ,motorcycle ,1,No 
0x27f3 ,Drinks ,motorcycle ,1,No 
0x19b9 ,Snack ,motorcycle ,1,No 
0x19be ,Meal ,scooter ,1,No 
0x88b4 ,Buffet ,motorcycle ,1,No 
0x268f ,Snack ,scooter ,1,No 
0x4ceb ,Drinks ,scooter ,0,No 
0xb805 ,Meal ,scooter ,1,No 
0xb7fd ,Meal ,scooter ,1,No 
0x7f36 ,Meal ,motorcycle ,1,No 
0x3d7f ,Buffet ,scooter ,1,No 
0x241c ,Drinks ,motorcycle ,1,No 
0xd4dd ,Meal ,motorcycle ,1,No 
0x4355 ,Buffet ,scooter ,1,No 
0x9d83 ,Drinks ,motorcycle ,NaN ,No 
0xdf25 ,Meal ,scooter ,1,No 
0x4384 ,Drinks ,scooter ,1,No 
0x3ff5 ,Snack ,electric_scooter ,1,No 
0x3359 ,Meal ,motorcycle ,1,No 
0x487 ,Snack ,motorcycle ,1,No 
0x667b ,Meal ,scooter ,1,No 
0xa1d ,Drinks ,motorcycle ,1,No 
0x61cb ,Buffet ,motorcycle ,1,No 
0x3ff1 ,Drinks ,motorcycle ,1,No 
0x99a5 ,Drinks ,motorcycle ,2,No 
0x5e07 ,Meal ,scooter ,0,No 
0x1ffe ,Meal ,motorcycle ,0,No 
0xb4e7 ,Meal ,scooter ,1,No 
0x449e ,Snack ,motorcycle ,1,No 
0x2d38 ,Buffet ,scooter ,0,No 
0x7c06 ,Snack ,motorcycle ,1,No 
0xbebd ,Drinks ,motorcycle ,0,Yes 
0x6120 ,Drinks ,motorcycle ,1,No 
0xb81c ,Meal ,scooter ,0,No 
0x89fc ,Drinks ,motorcycle ,1,No 
0x8ef4 ,Snack ,motorcycle ,1,No 
0x859c ,Meal ,electric_scooter ,1,No 
0x5a85 ,Buffet ,motorcycle ,1,No 
0xc13f ,Meal ,motorcycle ,0,No 
0x40d0 ,Snack ,scooter ,0,No 
0xe0a8 ,Drinks ,electric_scooter ,0,No 
0x730e ,Snack ,motorcycle ,1,No 
0xca1c ,Buffet ,motorcycle ,0,No 
0x60ce ,Meal ,motorcycle ,1,No 
0x8ec4 ,Snack ,motorcycle ,0,No 
0x925d ,Buffet ,scooter ,0,No 
0x9a1e ,Drinks ,motorcycle ,1,No 
0x165f ,Drinks ,motorcycle ,1,No 
0x48be ,Buffet ,motorcycle ,2,No 
0xe97 ,Snack ,motorcycle ,1,No 
0x31fd ,Meal ,electric_scooter ,0,No 
0xf6f ,Snack ,scooter ,2,No 
0x8de3 ,Buffet ,scooter ,0,NaN 
0x7b86 ,Buffet ,scooter ,1,No 
0x2c56 ,Snack ,scooter ,1,No 
0xd21a ,Snack ,electric_scooter ,1,No 
0xc9c1 ,Snack ,motorcycle ,1,No 
0xb5a9 ,Drinks ,scooter ,0,No 
0x9d29 ,Meal ,scooter ,0,No 
