Delivery_person_ID,Delivery_person_Age,Vehicle_condition
AURGRES19DEL02 ,38,2
COIMBRES17DEL03 ,29,1
BANGRES06DEL03 ,27,1
CHENRES010DEL02 ,NaN ,0
BANGRES05DEL02 ,NaN ,3
AGRRES19DEL03 ,37,2
DEHRES20DEL03 ,22,0
HYDRES02DEL03 ,38,1
MYSRES16DEL02 ,29,2
COIMBRES05DEL02 ,38,1
JAPRES06DEL01 ,20,2
MYSRES06DEL01 ,24,2
GOARES19DEL02 ,29,0
MYSRES12DEL01 ,31,0
COIMBRES17DEL01 ,33,1
VADRES010DEL01 ,36,2
PUNERES12DEL03 ,37,0
COIMBRES01DEL01 ,22,2
DEHRES18DEL02 ,30,1
PUNERES09DEL03 ,21,1
KOLRES11DEL03 ,NaN ,1
BANGRES18DEL02 ,26,2
JAPRES07DEL02 ,27,2
VADRES06DEL02 ,38,2
LUDHRES11DEL01 ,37,2
AGRRES07DEL02 ,27,0
BANGRES09DEL03 ,21,1
BANGRES04DEL01 ,36,0
VADRES06DEL01 ,NaN ,1
COIMBRES20DEL02 ,34,1
JAPRES11DEL01 ,25,2
KNPRES19DEL01 ,36,2
BANGRES13DEL02 ,23,2
PUNERES12DEL02 ,32,2
INDORES03DEL03 ,25,0
INDORES04DEL01 ,23,0
AGRRES16DEL01 ,39,2
PUNERES02DEL02 ,24,2
SURRES04DEL01 ,38,0
BANGRES02DEL01 ,20,1
INDORES06DEL01 ,20,0
LUDHRES16DEL01 ,25,2
CHENRES01DEL01 ,21,2
KOLRES11DEL02 ,32,1
MUMRES16DEL03 ,24,1
BANGRES07DEL02 ,24,0
JAPRES09DEL01 ,24,0
RANCHIRES06DEL02 ,24,1
HYDRES17DEL01 ,30,0
INDORES04DEL03 ,32,0
RANCHIRES06DEL01 ,26,2
HYDRES13DEL01 ,30,2
MUMRES16DEL02 ,25,0
SURRES02DEL01 ,39,2
MYSRES11DEL03 ,24,1
BHPRES07DEL03 ,25,2
CHENRES08DEL01 ,36,2
CHENRES15DEL03 ,36,0
LUDHRES07DEL03 ,24,2
MUMRES02DEL01 ,33,1
MUMRES09DEL01 ,28,0
PUNERES11DEL01 ,29,0
MYSRES13DEL01 ,27,1
MYSRES20DEL03 ,28,0
MYSRES08DEL03 ,34,0
INDORES11DEL03 ,26,1
COIMBRES13DEL02 ,27,1
AGRRES07DEL01 ,NaN ,2
SURRES19DEL01 ,20,2
GOARES07DEL01 ,28,0
AURGRES13DEL03 ,30,2
KNPRES18DEL02 ,20,1
AGRRES16DEL02 ,33,2
LUDHRES02DEL01 ,38,2
INDORES20DEL01 ,26,2
GOARES01DEL01 ,32,2
MYSRES13DEL02 ,24,0
SURRES20DEL01 ,39,1
CHENRES07DEL02 ,25,2
CHENRES07DEL03 ,35,1
JAPRES12DEL02 ,27,2
CHENRES03DEL01 ,36,2
KNPRES08DEL02 ,21,0
MYSRES20DEL01 ,36,1
ALHRES08DEL03 ,30,1
MYSRES08DEL02 ,39,1
JAPRES12DEL02 ,37,0
DEHRES16DEL03 ,20,1
KNPRES11DEL03 ,21,0
KOLRES02DEL03 ,28,2
PUNERES07DEL03 ,32,2
INDORES11DEL02 ,28,0
SURRES06DEL02 ,31,2
JAPRES07DEL01 ,34,2
PUNERES04DEL01 ,29,2
COIMBRES20DEL01 ,23,2
COIMBRES19DEL02 ,37,1
VADRES02DEL02 ,30,2
INDORES19DEL01 ,21,2
PUNERES01DEL02 ,23,0
SURRES14DEL03 ,36,2
MUMRES02DEL03 ,29,0
CHENRES20DEL02 ,21,0
BANGRES07DEL02 ,25,2
INDORES17DEL03 ,23,1
COIMBRES11DEL02 ,37,2
MUMRES05DEL03 ,23,2
MUMRES13DEL03 ,24,2
ALHRES010DEL01 ,39,2
INDORES16DEL01 ,36,1
MYSRES05DEL03 ,33,0
MUMRES15DEL02 ,28,2
PUNERES16DEL01 ,21,2
MYSRES20DEL02 ,29,1
ALHRES03DEL02 ,34,0
PUNERES12DEL01 ,25,1
JAPRES02DEL03 ,35,1
PUNERES01DEL03 ,32,1
VADRES01DEL01 ,32,0
AGRRES09DEL01 ,24,2
GOARES11DEL02 ,30,1
CHENRES16DEL03 ,20,0
JAPRES16DEL03 ,36,1
LUDHRES15DEL03 ,29,0
MYSRES17DEL03 ,23,0
KOLRES02DEL01 ,NaN ,3
MUMRES03DEL01 ,29,0
HYDRES02DEL02 ,22,0
INDORES02DEL01 ,39,1
HYDRES06DEL01 ,38,2
MUMRES18DEL02 ,24,2
COIMBRES18DEL02 ,25,2
LUDHRES03DEL03 ,32,2
JAPRES19DEL01 ,35,1
HYDRES010DEL01 ,31,1
MUMRES18DEL02 ,21,0
MUMRES08DEL01 ,37,1
GOARES03DEL02 ,23,0
MYSRES02DEL02 ,21,2
GOARES13DEL03 ,26,1
PUNERES01DEL02 ,21,1
BANGRES20DEL01 ,28,1
HYDRES16DEL02 ,27,2
ALHRES17DEL01 ,20,1
PUNERES04DEL02 ,34,1
KOCRES04DEL02 ,37,0
CHENRES12DEL01 ,21,0
LUDHRES04DEL02 ,21,1
SURRES08DEL02 ,33,0
GOARES13DEL02 ,33,1
COIMBRES20DEL01 ,20,1
VADRES08DEL01 ,24,1
PUNERES01DEL02 ,20,0
JAPRES20DEL02 ,26,2
KOLRES13DEL02 ,39,2
JAPRES02DEL02 ,26,2
BANGRES03DEL03 ,22,1
MUMRES04DEL01 ,21,2
INDORES13DEL01 ,39,2
HYDRES08DEL02 ,20,1
LUDHRES010DEL03 ,34,0
KNPRES09DEL01 ,28,2
INDORES09DEL01 ,22,2
JAPRES15DEL03 ,38,2
INDORES16DEL01 ,38,2
ALHRES11DEL02 ,30,2
VADRES04DEL01 ,25,1
SURRES16DEL02 ,33,1
HYDRES19DEL01 ,31,2
BHPRES09DEL01 ,27,0
CHENRES03DEL03 ,36,1
INDORES14DEL03 ,36,0
BANGRES07DEL03 ,21,2
GOARES12DEL01 ,23,2
ALHRES01DEL01 ,29,1
PUNERES19DEL02 ,22,1
JAPRES03DEL01 ,22,1
BANGRES17DEL03 ,32,1
COIMBRES17DEL03 ,22,2
VADRES03DEL03 ,24,2
VADRES17DEL02 ,28,1
GOARES11DEL03 ,35,0
MUMRES09DEL02 ,22,2
MUMRES16DEL02 ,26,2
BANGRES15DEL03 ,29,2
MYSRES09DEL02 ,21,0
JAPRES17DEL03 ,32,0
COIMBRES14DEL02 ,32,1
KOCRES06DEL03 ,33,1
HYDRES15DEL01 ,20,2
KNPRES02DEL01 ,21,2
AGRRES08DEL03 ,36,2
BANGRES01DEL03 ,21,2
CHENRES05DEL02 ,32,1
JAPRES16DEL01 ,25,0
RANCHIRES09DEL02 ,20,2
INDORES03DEL02 ,32,0
INDORES13DEL02 ,27,0
PUNERES19DEL01 ,NaN ,3
MYSRES20DEL03 ,38,1
CHENRES09DEL02 ,27,2
CHENRES18DEL03 ,26,0
PUNERES12DEL02 ,20,1
AURGRES05DEL01 ,32,0
KOLRES13DEL02 ,31,1
AGRRES15DEL02 ,34,2
VADRES09DEL02 ,38,2
COIMBRES03DEL02 ,21,1
JAPRES11DEL01 ,38,1
MUMRES06DEL03 ,30,1
DEHRES16DEL02 ,31,0
PUNERES06DEL03 ,27,0
ALHRES03DEL01 ,30,0
VADRES06DEL03 ,26,2
PUNERES19DEL03 ,36,2
KOCRES02DEL02 ,24,1
HYDRES03DEL02 ,32,0
SURRES08DEL01 ,30,2
RANCHIRES16DEL02 ,31,2
AGRRES07DEL01 ,22,0
MUMRES14DEL02 ,33,2
HYDRES17DEL02 ,28,0
CHENRES07DEL03 ,29,2
MYSRES05DEL03 ,22,1
LUDHRES14DEL01 ,35,1
COIMBRES05DEL02 ,27,1
BANGRES13DEL01 ,22,1
JAPRES11DEL01 ,23,0
KOLRES02DEL01 ,33,2
PUNERES09DEL02 ,22,1
GOARES14DEL03 ,30,1
DEHRES02DEL01 ,35,2
JAPRES20DEL01 ,21,0
PUNERES04DEL02 ,37,0
AURGRES12DEL02 ,35,0
HYDRES12DEL01 ,25,0
KOCRES01DEL01 ,25,2
KNPRES20DEL03 ,38,1
HYDRES14DEL02 ,20,1
JAPRES07DEL03 ,28,2
MYSRES14DEL02 ,26,1
SURRES16DEL03 ,29,2
MUMRES15DEL03 ,26,1
GOARES18DEL02 ,27,0
JAPRES08DEL03 ,NaN ,0
CHENRES14DEL01 ,29,2
AURGRES09DEL02 ,29,1
MUMRES17DEL02 ,31,2
HYDRES17DEL03 ,24,2
VADRES14DEL02 ,30,2
SURRES16DEL02 ,27,0
COIMBRES07DEL01 ,22,0
VADRES15DEL01 ,30,0
MYSRES15DEL01 ,36,0
DEHRES05DEL03 ,26,1
VADRES03DEL03 ,20,2
PUNERES11DEL02 ,20,2
SURRES16DEL02 ,33,0
COIMBRES20DEL02 ,28,2
INDORES15DEL01 ,34,1
RANCHIRES01DEL01 ,31,0
BANGRES03DEL02 ,34,0
VADRES11DEL01 ,28,0
SURRES12DEL02 ,30,1
RANCHIRES05DEL01 ,27,1
KOLRES15DEL01 ,24,1
PUNERES010DEL01 ,33,2
PUNERES03DEL03 ,38,2
JAPRES11DEL03 ,NaN ,0
SURRES09DEL02 ,26,1
INDORES08DEL01 ,31,2
JAPRES010DEL01 ,21,2
CHENRES03DEL02 ,35,2
INDORES07DEL01 ,21,0
JAPRES17DEL02 ,32,2
PUNERES15DEL02 ,20,1
JAPRES03DEL01 ,35,2
MUMRES07DEL01 ,39,2
SURRES14DEL02 ,33,0
VADRES11DEL01 ,21,2
LUDHRES17DEL02 ,30,2
VADRES010DEL01 ,29,2
RANCHIRES18DEL01 ,34,2
JAPRES20DEL03 ,22,0
RANCHIRES11DEL02 ,30,1
PUNERES20DEL02 ,29,1
BANGRES02DEL03 ,35,1
DEHRES04DEL01 ,35,0
JAPRES20DEL03 ,34,1
VADRES16DEL02 ,37,2
MYSRES09DEL02 ,31,2
COIMBRES14DEL02 ,26,0
PUNERES06DEL02 ,28,2
RANCHIRES16DEL02 ,29,0
GOARES010DEL01 ,24,1
MYSRES08DEL02 ,24,0
CHENRES13DEL02 ,39,2
DEHRES08DEL03 ,21,0
MYSRES17DEL02 ,32,2
KOCRES17DEL02 ,28,0
PUNERES15DEL03 ,32,1
MUMRES16DEL01 ,39,1
PUNERES010DEL02 ,28,1
INDORES03DEL03 ,22,2
CHENRES08DEL02 ,30,2
BHPRES08DEL03 ,30,2
AGRRES13DEL01 ,23,1
JAPRES13DEL03 ,29,0
BANGRES11DEL03 ,NaN ,1
HYDRES03DEL03 ,38,1
PUNERES08DEL03 ,34,0
RANCHIRES19DEL01 ,25,1
PUNERES13DEL03 ,34,0
JAPRES17DEL01 ,20,1
PUNERES12DEL03 ,23,1
LUDHRES07DEL02 ,24,2
SURRES02DEL03 ,20,1
HYDRES19DEL03 ,30,1
GOARES04DEL02 ,39,0
LUDHRES20DEL03 ,28,1
HYDRES12DEL01 ,36,0
KOCRES02DEL02 ,20,1
PUNERES03DEL02 ,27,0
AURGRES11DEL02 ,37,2
KOCRES14DEL03 ,24,2
AGRRES05DEL02 ,34,2
KNPRES04DEL03 ,29,0
COIMBRES07DEL01 ,34,2
GOARES02DEL02 ,29,2
BHPRES02DEL02 ,24,0
AURGRES12DEL02 ,34,0
COIMBRES19DEL01 ,32,1
KOLRES11DEL01 ,23,1
MUMRES08DEL01 ,30,1
HYDRES12DEL03 ,37,1
VADRES05DEL02 ,35,2
MUMRES04DEL02 ,21,0
RANCHIRES05DEL02 ,37,1
CHENRES13DEL01 ,22,2
VADRES02DEL02 ,32,0
BANGRES03DEL01 ,27,0
CHENRES12DEL02 ,33,0
COIMBRES010DEL03 ,38,1
INDORES08DEL02 ,37,0
JAPRES19DEL03 ,20,2
LUDHRES09DEL01 ,36,1
MYSRES06DEL02 ,20,0
CHENRES06DEL02 ,NaN ,3
AGRRES010DEL03 ,34,2
COIMBRES19DEL01 ,NaN ,1
PUNERES04DEL02 ,34,0
AURGRES06DEL02 ,26,0
COIMBRES12DEL03 ,30,0
COIMBRES13DEL01 ,21,1
SURRES08DEL01 ,25,2
RANCHIRES20DEL01 ,33,2
COIMBRES04DEL02 ,25,1
SURRES03DEL02 ,28,2
HYDRES20DEL01 ,35,2
PUNERES06DEL03 ,27,1
RANCHIRES010DEL01 ,33,0
MYSRES01DEL01 ,29,2
RANCHIRES12DEL01 ,NaN ,3
BANGRES19DEL03 ,38,1
DEHRES07DEL01 ,24,2
VADRES13DEL02 ,NaN ,1
JAPRES06DEL03 ,30,1
KNPRES20DEL01 ,33,1
JAPRES04DEL02 ,20,2
CHENRES20DEL02 ,NaN ,1
COIMBRES08DEL01 ,36,1
COIMBRES14DEL03 ,NaN ,1
SURRES04DEL02 ,NaN ,1
KNPRES03DEL02 ,NaN ,0
BANGRES20DEL02 ,23,2
JAPRES20DEL03 ,28,0
CHENRES16DEL01 ,28,1
SURRES16DEL02 ,37,0
JAPRES18DEL01 ,35,1
BHPRES09DEL02 ,23,1
BANGRES17DEL03 ,35,2
MUMRES04DEL02 ,31,0
COIMBRES09DEL03 ,29,1
COIMBRES07DEL03 ,32,2
MUMRES010DEL01 ,21,0
KOCRES010DEL03 ,27,1
KOLRES02DEL01 ,32,0
PUNERES20DEL02 ,23,1
GOARES19DEL02 ,37,2
SURRES02DEL03 ,31,1
PUNERES05DEL03 ,39,2
CHENRES01DEL01 ,36,0
GOARES20DEL02 ,33,0
KNPRES06DEL01 ,23,1
COIMBRES19DEL01 ,22,0
VADRES07DEL02 ,21,2
HYDRES01DEL02 ,36,2
INDORES06DEL02 ,27,1
SURRES15DEL01 ,26,2
LUDHRES13DEL01 ,38,1
GOARES06DEL03 ,24,2
PUNERES13DEL01 ,39,2
MUMRES07DEL02 ,37,2
VADRES02DEL01 ,34,0
LUDHRES19DEL03 ,24,0
BANGRES010DEL02 ,25,0
VADRES14DEL03 ,21,1
ALHRES03DEL02 ,20,1
JAPRES18DEL01 ,27,2
SURRES19DEL01 ,28,0
MYSRES17DEL01 ,NaN ,1
JAPRES07DEL02 ,26,0
AURGRES17DEL01 ,29,0
HYDRES05DEL01 ,28,1
MYSRES02DEL03 ,28,2
RANCHIRES02DEL02 ,39,1
INDORES19DEL02 ,39,1
RANCHIRES19DEL02 ,30,0
RANCHIRES20DEL01 ,34,1
VADRES08DEL03 ,20,1
MUMRES04DEL02 ,38,0
GOARES14DEL03 ,30,2
GOARES06DEL01 ,28,2
COIMBRES07DEL01 ,36,2
BANGRES12DEL02 ,20,1
SURRES16DEL02 ,27,2
AGRRES06DEL02 ,38,0
SURRES18DEL03 ,NaN ,1
COIMBRES09DEL03 ,24,0
COIMBRES18DEL01 ,31,2
MYSRES18DEL03 ,20,0
COIMBRES13DEL02 ,37,0
MYSRES03DEL02 ,27,0
INDORES03DEL03 ,32,1
GOARES02DEL01 ,30,0
AGRRES08DEL03 ,37,1
MYSRES06DEL02 ,23,1
BANGRES09DEL01 ,22,2
VADRES13DEL02 ,28,1
AURGRES02DEL02 ,NaN ,1
MYSRES07DEL03 ,22,1
COIMBRES20DEL03 ,20,2
DEHRES19DEL01 ,33,2
COIMBRES03DEL02 ,22,2
CHENRES13DEL02 ,35,0
VADRES17DEL02 ,35,1
SURRES18DEL03 ,20,2
BANGRES13DEL03 ,39,2
SURRES04DEL01 ,32,0
BANGRES06DEL03 ,30,2
RANCHIRES11DEL02 ,NaN ,1
DEHRES19DEL01 ,30,1
AURGRES04DEL03 ,26,1
RANCHIRES02DEL02 ,33,0
GOARES07DEL03 ,35,2
COIMBRES11DEL01 ,31,0
MUMRES16DEL01 ,31,1
MUMRES02DEL02 ,33,1
VADRES18DEL03 ,37,0
BHPRES06DEL03 ,30,0
COIMBRES13DEL01 ,27,2
ALHRES20DEL03 ,34,1
ALHRES14DEL01 ,26,2
LUDHRES03DEL02 ,32,2
CHENRES12DEL01 ,37,1
HYDRES11DEL03 ,38,1
PUNERES19DEL02 ,21,1
KOLRES04DEL02 ,22,0
MYSRES05DEL02 ,23,2
VADRES06DEL02 ,36,2
MUMRES13DEL03 ,32,1
PUNERES07DEL03 ,30,1
JAPRES19DEL03 ,23,0
HYDRES19DEL03 ,39,0
AGRRES17DEL01 ,20,0
MUMRES05DEL01 ,30,0
LUDHRES01DEL01 ,38,1
JAPRES01DEL03 ,37,0
VADRES18DEL01 ,36,0
INDORES20DEL02 ,24,0
MUMRES02DEL03 ,36,1
HYDRES05DEL01 ,29,2
ALHRES15DEL02 ,23,0
KNPRES05DEL03 ,29,1
JAPRES010DEL01 ,39,0
AURGRES11DEL01 ,38,0
BANGRES16DEL02 ,31,0
PUNERES11DEL03 ,30,1
ALHRES06DEL01 ,35,0
SURRES09DEL03 ,27,2
AURGRES17DEL02 ,22,2
BHPRES11DEL02 ,39,2
SURRES15DEL01 ,27,0
SURRES11DEL03 ,30,1
HYDRES14DEL03 ,15,3
DEHRES03DEL03 ,36,1
PUNERES05DEL02 ,35,0
KOCRES13DEL01 ,33,2
HYDRES06DEL01 ,20,0
VADRES06DEL02 ,39,2
LUDHRES11DEL01 ,20,1
KOLRES01DEL03 ,28,2
PUNERES13DEL01 ,38,2
PUNERES02DEL03 ,26,2
MUMRES15DEL02 ,39,0
JAPRES01DEL01 ,35,0
BANGRES17DEL02 ,20,1
RANCHIRES01DEL01 ,31,2
VADRES09DEL01 ,23,0
MUMRES15DEL01 ,32,1
KOLRES05DEL01 ,24,1
JAPRES07DEL02 ,33,0
VADRES07DEL01 ,NaN ,1
AURGRES18DEL01 ,28,1
HYDRES17DEL01 ,26,0
CHENRES01DEL03 ,21,2
RANCHIRES02DEL01 ,34,0
HYDRES15DEL02 ,31,1
AURGRES07DEL01 ,38,1
AURGRES11DEL02 ,24,0
AURGRES12DEL01 ,20,0
SURRES15DEL02 ,35,1
KOCRES03DEL02 ,31,2
JAPRES18DEL01 ,34,2
LUDHRES03DEL02 ,22,1
CHENRES08DEL02 ,24,0
KNPRES07DEL01 ,22,1
BHPRES08DEL02 ,33,2
RANCHIRES11DEL02 ,24,1
BANGRES04DEL03 ,30,0
SURRES06DEL01 ,25,0
PUNERES12DEL03 ,36,0
JAPRES01DEL03 ,34,0
JAPRES08DEL03 ,33,0
PUNERES01DEL03 ,30,1
GOARES15DEL03 ,35,2
MUMRES12DEL03 ,24,0
MUMRES05DEL01 ,35,0
KNPRES010DEL02 ,37,2
BANGRES13DEL02 ,34,2
AURGRES03DEL02 ,37,1
KNPRES01DEL03 ,34,0
COIMBRES02DEL02 ,38,2
MUMRES02DEL03 ,24,1
GOARES03DEL01 ,34,2
COIMBRES06DEL03 ,29,0
MYSRES03DEL02 ,NaN ,1
SURRES02DEL01 ,NaN ,1
RANCHIRES14DEL01 ,34,0
LUDHRES17DEL02 ,25,2
VADRES01DEL02 ,33,1
KOLRES06DEL03 ,36,2
JAPRES19DEL03 ,33,1
CHENRES010DEL01 ,21,1
MYSRES07DEL01 ,30,1
BANGRES14DEL02 ,36,2
JAPRES12DEL03 ,36,1
ALHRES14DEL01 ,22,1
BHPRES19DEL02 ,NaN ,0
SURRES16DEL02 ,32,2
SURRES20DEL03 ,21,2
ALHRES18DEL03 ,35,0
ALHRES18DEL02 ,23,0
SURRES15DEL03 ,26,0
HYDRES04DEL03 ,22,1
JAPRES09DEL02 ,30,0
AURGRES06DEL01 ,33,2
PUNERES16DEL03 ,29,0
JAPRES010DEL02 ,39,0
PUNERES010DEL02 ,22,1
HYDRES12DEL01 ,26,0
JAPRES02DEL02 ,25,1
AURGRES06DEL03 ,30,1
INDORES06DEL02 ,20,0
ALHRES07DEL02 ,25,0
PUNERES18DEL01 ,26,0
MYSRES02DEL01 ,35,2
PUNERES02DEL02 ,22,1
KNPRES08DEL02 ,35,0
CHENRES04DEL02 ,29,0
COIMBRES17DEL01 ,25,0
LUDHRES01DEL01 ,39,1
PUNERES05DEL03 ,22,0
MUMRES11DEL03 ,27,0
BHPRES04DEL02 ,25,1
GOARES12DEL01 ,30,2
MUMRES01DEL01 ,36,1
COIMBRES11DEL01 ,21,1
JAPRES07DEL03 ,34,0
JAPRES02DEL01 ,38,1
INDORES05DEL03 ,37,2
BANGRES02DEL01 ,36,2
MYSRES20DEL01 ,29,1
BANGRES08DEL02 ,27,0
SURRES13DEL01 ,35,0
ALHRES07DEL01 ,38,2
VADRES07DEL02 ,33,2
COIMBRES18DEL03 ,21,1
INDORES06DEL02 ,38,0
PUNERES16DEL02 ,27,0
HYDRES13DEL01 ,33,1
PUNERES12DEL02 ,29,1
RANCHIRES14DEL02 ,24,1
INDORES17DEL01 ,35,1
COIMBRES03DEL03 ,21,2
KNPRES13DEL02 ,38,2
PUNERES01DEL02 ,32,2
LUDHRES12DEL02 ,24,1
PUNERES03DEL03 ,36,1
VADRES06DEL02 ,38,0
LUDHRES19DEL03 ,37,0
MYSRES12DEL02 ,23,1
JAPRES07DEL03 ,35,0
AGRRES12DEL01 ,NaN ,2
KOCRES03DEL02 ,23,1
ALHRES05DEL03 ,32,2
RANCHIRES09DEL02 ,28,1
SURRES11DEL03 ,26,2
MUMRES17DEL03 ,35,0
MYSRES01DEL02 ,33,0
RANCHIRES04DEL03 ,35,2
COIMBRES01DEL03 ,21,0
BANGRES04DEL02 ,28,2
PUNERES11DEL02 ,30,0
PUNERES09DEL01 ,39,2
RANCHIRES18DEL03 ,22,0
RANCHIRES17DEL01 ,24,0
RANCHIRES15DEL02 ,35,1
BANGRES03DEL03 ,35,2
PUNERES13DEL02 ,35,1
CHENRES07DEL01 ,22,0
INDORES13DEL02 ,21,2
BANGRES08DEL01 ,23,1
INDORES13DEL03 ,37,1
VADRES06DEL01 ,32,0
PUNERES01DEL02 ,30,2
JAPRES12DEL01 ,34,1
PUNERES04DEL03 ,21,1
COIMBRES05DEL02 ,32,2
BANGRES14DEL01 ,29,2
COIMBRES17DEL03 ,22,1
INDORES16DEL01 ,21,0
GOARES01DEL02 ,20,1
DEHRES04DEL03 ,36,1
KNPRES14DEL01 ,38,1
MYSRES03DEL01 ,29,1
CHENRES15DEL01 ,28,1
COIMBRES12DEL03 ,35,1
JAPRES15DEL03 ,34,0
LUDHRES20DEL03 ,23,0
SURRES11DEL01 ,31,2
PUNERES16DEL02 ,33,2
CHENRES09DEL01 ,36,1
ALHRES11DEL03 ,24,0
RANCHIRES08DEL01 ,32,1
CHENRES17DEL03 ,34,0
LUDHRES09DEL02 ,25,2
HYDRES17DEL01 ,NaN ,3
JAPRES19DEL03 ,36,2
KOLRES20DEL01 ,32,2
PUNERES09DEL01 ,37,1
PUNERES08DEL01 ,21,0
AGRRES03DEL01 ,22,2
PUNERES13DEL03 ,39,0
MUMRES12DEL03 ,25,2
SURRES01DEL02 ,22,0
SURRES06DEL02 ,37,2
MYSRES19DEL03 ,25,1
COIMBRES13DEL01 ,25,2
RANCHIRES14DEL03 ,37,2
HYDRES04DEL01 ,20,0
COIMBRES16DEL03 ,29,2
VADRES19DEL03 ,34,2
BANGRES16DEL02 ,23,1
AGRRES18DEL03 ,34,2
COIMBRES13DEL01 ,37,2
BANGRES12DEL03 ,27,2
VADRES07DEL02 ,32,2
VADRES16DEL01 ,31,0
PUNERES01DEL03 ,23,1
PUNERES19DEL02 ,39,2
PUNERES18DEL02 ,37,2
HYDRES13DEL01 ,36,1
SURRES09DEL01 ,31,0
CHENRES03DEL01 ,NaN ,0
INDORES12DEL02 ,23,1
VADRES19DEL03 ,20,0
SURRES03DEL01 ,32,0
CHENRES05DEL03 ,34,2
JAPRES03DEL01 ,39,0
RANCHIRES11DEL01 ,29,2
KNPRES03DEL03 ,24,0
MYSRES02DEL02 ,NaN ,1
DEHRES09DEL01 ,38,2
DEHRES14DEL03 ,38,0
VADRES07DEL01 ,25,0
AURGRES11DEL01 ,26,1
AGRRES12DEL02 ,21,1
RANCHIRES15DEL02 ,31,0
MYSRES03DEL03 ,27,1
MUMRES02DEL02 ,26,1
DEHRES07DEL03 ,36,0
KOLRES01DEL02 ,24,1
DEHRES05DEL02 ,26,0
PUNERES18DEL03 ,34,2
MUMRES20DEL01 ,24,1
BANGRES010DEL03 ,NaN ,1
PUNERES07DEL02 ,33,1
VADRES18DEL03 ,20,2
MUMRES010DEL02 ,36,2
AGRRES19DEL01 ,39,2
LUDHRES09DEL02 ,23,2
RANCHIRES15DEL03 ,33,1
COIMBRES12DEL03 ,30,1
MYSRES06DEL03 ,31,1
SURRES07DEL02 ,21,1
KNPRES01DEL02 ,38,1
INDORES04DEL03 ,26,2
HYDRES20DEL01 ,34,0
KOLRES03DEL01 ,32,2
SURRES17DEL01 ,28,1
JAPRES11DEL01 ,36,0
BANGRES08DEL03 ,23,1
MYSRES03DEL01 ,28,1
RANCHIRES19DEL01 ,33,2
SURRES02DEL03 ,29,1
GOARES13DEL01 ,27,2
KOLRES13DEL01 ,22,1
MUMRES01DEL03 ,25,1
BANGRES14DEL01 ,37,2
RANCHIRES01DEL02 ,26,1
CHENRES02DEL03 ,25,2
SURRES03DEL02 ,28,0
HYDRES18DEL02 ,37,1
KOLRES16DEL03 ,25,1
KNPRES06DEL02 ,28,0
HYDRES15DEL01 ,39,0
ALHRES02DEL02 ,22,2
HYDRES08DEL03 ,26,1
ALHRES15DEL02 ,24,2
RANCHIRES20DEL01 ,38,2
HYDRES03DEL03 ,22,0
COIMBRES07DEL01 ,36,1
MUMRES13DEL02 ,39,2
MYSRES13DEL03 ,21,0
RANCHIRES13DEL02 ,NaN ,2
KOLRES07DEL02 ,34,1
INDORES03DEL01 ,20,1
MYSRES13DEL01 ,26,1
MYSRES03DEL03 ,32,1
MUMRES06DEL02 ,21,2
BHPRES07DEL03 ,23,1
VADRES05DEL01 ,22,1
GOARES010DEL03 ,38,1
MYSRES03DEL02 ,34,1
BANGRES05DEL01 ,36,2
KOLRES16DEL01 ,22,0
JAPRES13DEL02 ,21,0
CHENRES03DEL02 ,23,1
SURRES17DEL03 ,20,2
AGRRES16DEL02 ,27,0
MYSRES08DEL01 ,29,2
PUNERES01DEL01 ,28,2
KOCRES20DEL03 ,35,0
VADRES15DEL01 ,20,1
HYDRES19DEL03 ,NaN ,2
AGRRES08DEL02 ,33,0
MUMRES18DEL01 ,20,2
BANGRES18DEL01 ,31,1
AGRRES01DEL01 ,38,0
DEHRES02DEL01 ,38,2
CHENRES14DEL02 ,38,0
HYDRES04DEL02 ,26,1
MUMRES13DEL02 ,26,2
PUNERES09DEL02 ,38,1
KOLRES05DEL02 ,34,1
RANCHIRES09DEL01 ,37,2
HYDRES01DEL02 ,25,2
BANGRES20DEL02 ,35,0
PUNERES07DEL01 ,37,0
COIMBRES010DEL01 ,29,1
RANCHIRES19DEL01 ,30,2
PUNERES02DEL01 ,26,2
COIMBRES04DEL02 ,NaN ,2
AURGRES02DEL02 ,21,1
MUMRES15DEL01 ,NaN ,1
VADRES01DEL02 ,29,1
VADRES03DEL03 ,NaN ,2
LUDHRES16DEL03 ,37,0
INDORES04DEL01 ,NaN ,0
SURRES03DEL03 ,34,1
BHPRES14DEL02 ,25,0
MYSRES04DEL03 ,23,1
INDORES19DEL01 ,36,1
GOARES02DEL03 ,32,1
MUMRES11DEL03 ,21,2
KOLRES14DEL01 ,26,0
MUMRES06DEL02 ,34,2
SURRES17DEL02 ,22,1
SURRES09DEL03 ,36,1
KNPRES15DEL01 ,39,2
VADRES06DEL01 ,34,0
HYDRES03DEL03 ,20,1
BANGRES19DEL01 ,21,1
INDORES17DEL02 ,37,0
PUNERES13DEL03 ,38,0
COIMBRES12DEL03 ,38,0
JAPRES05DEL03 ,30,0
JAPRES010DEL01 ,25,1
BANGRES04DEL03 ,25,1
DEHRES03DEL01 ,32,0
HYDRES17DEL02 ,32,0
PUNERES20DEL02 ,15,3
DEHRES03DEL03 ,22,0
CHENRES06DEL03 ,28,2
