ID,City,Weatherconditions,Road_traffic_density
0x1c85 ,Metropolitian ,conditions Fog,Jam 
0x3f3f ,Metropolitian ,conditions Cloudy,Low 
0x7d7a ,Metropolitian ,conditions Windy,Jam 
0x6369 ,Metropolitian ,conditions Stormy,Medium 
0x437b ,Metropolitian ,conditions Fog,Jam 
0x94d8 ,Metropolitian ,conditions Stormy,Jam 
0x4667 ,Metropolitian ,conditions Sandstorms,Jam 
0x5c50 ,Urban ,conditions Stormy,Jam 
0x75ea ,Metropolitian ,conditions Fog,Medium 
0x2d30 ,Metropolitian ,conditions Stormy,Low 
0xc2cd ,Urban ,conditions Fog,Jam 
0x10c1 ,Semi-Urban ,conditions Stormy,Jam 
0x6bb9 ,Urban ,conditions Stormy,Jam 
0x6b69 ,Urban ,conditions Windy,Medium 
0x4162 ,Metropolitian ,conditions Fog,Low 
0x68f1 ,Urban ,conditions Sandstorms,Jam 
0x1519 ,Metropolitian ,conditions Stormy,High 
0x44f0 ,Urban ,conditions Sandstorms,Low 
0x891c ,Metropolitian ,conditions Stormy,Jam 
0x409b ,Metropolitian ,conditions Stormy,Jam 
0x91b1 ,Urban ,conditions Fog,Low 
0xc9b3 ,Metropolitian ,conditions Sunny,Jam 
0x629d ,Metropolitian ,conditions Cloudy,Medium 
0xb17a ,Metropolitian ,conditions Cloudy,Low 
0xb7eb ,Metropolitian ,conditions Cloudy,Medium 
0x5c54 ,Metropolitian ,conditions Stormy,Low 
0xd6a1 ,Metropolitian ,conditions Sunny,Jam 
0x1f9b ,Metropolitian ,conditions Sandstorms,High 
0xef2 ,Metropolitian ,conditions Windy,Low 
0x2607 ,Urban ,conditions Stormy,Jam 
0x249e ,Metropolitian ,conditions Sandstorms,High 
0x496d ,Metropolitian ,conditions Cloudy,Low 
0x665e ,Metropolitian ,conditions Stormy,Low 
0xe00a ,Metropolitian ,conditions Sunny,Low 
0xa35b ,Metropolitian ,conditions Windy,Jam 
0x17d4 ,Metropolitian ,conditions Fog,Jam 
0xb076 ,Metropolitian ,conditions Stormy,Low 
0xd5b1 ,Urban ,conditions Stormy,Low 
0xa965 ,Metropolitian ,conditions Windy,Medium 
0x6621 ,Metropolitian ,conditions Sandstorms,Medium 
0xa0ac ,Metropolitian ,conditions Sandstorms,Medium 
0x90ea ,Metropolitian ,conditions Sandstorms,Jam 
0xc8e5 ,Urban ,conditions Cloudy,Medium 
0x52cc ,Metropolitian ,conditions Fog,Jam 
0x32bb ,Metropolitian ,conditions Cloudy,Low 
0x3c3d ,Urban ,conditions Sandstorms,Low 
0x4313 ,Metropolitian ,conditions Sandstorms,High 
0x381d ,Metropolitian ,conditions Sandstorms,Low 
0xc9b8 ,Metropolitian ,conditions Stormy,Medium 
0xf99 ,Metropolitian ,conditions Stormy,Medium 
0xaec5 ,Metropolitian ,conditions Fog,Medium 
0xca31 ,Metropolitian ,conditions Fog,High 
0xc10 ,Metropolitian ,conditions Stormy,Low 
0x48b9 ,Metropolitian ,conditions Fog,Medium 
0x1ae7 ,Metropolitian ,conditions Stormy,Jam 
0x9dcc ,Metropolitian ,conditions Windy,Medium 
0x3894 ,Urban ,conditions Stormy,Low 
0x3c06 ,Urban ,conditions Cloudy,Low 
0x6cb0 ,Metropolitian ,conditions Sunny,Jam 
0xa304 ,Metropolitian ,conditions Fog,Low 
0x579e ,Metropolitian ,conditions Fog,Medium 
0xb4e1 ,Metropolitian ,conditions Windy,Jam 
0x43e4 ,Urban ,conditions Windy,Medium 
0xa0d0 ,Urban ,conditions Cloudy,Low 
0x3e7a ,Metropolitian ,conditions Sandstorms,Jam 
0x241a ,Metropolitian ,conditions Cloudy,High 
0x976f ,NaN ,conditions Sunny,Low 
0x431a ,Metropolitian ,conditions Windy,Medium 
0x7182 ,Metropolitian ,conditions Fog,Low 
0x9567 ,Metropolitian ,conditions Fog,Medium 
0x2781 ,Metropolitian ,conditions Windy,High 
0x4a36 ,Metropolitian ,conditions Stormy,Low 
0x6a3a ,Metropolitian ,conditions Cloudy,Medium 
0x9df5 ,Metropolitian ,conditions Windy,Jam 
0x50ad ,Metropolitian ,conditions Stormy,Jam 
0x75c9 ,Metropolitian ,conditions Windy,Jam 
0x3f5b ,Metropolitian ,conditions Stormy,Jam 
0x1fa8 ,Urban ,conditions Cloudy,Low 
0xe0e0 ,Metropolitian ,conditions Sandstorms,Jam 
0x4c0f ,Metropolitian ,conditions Cloudy,Jam 
0x5b21 ,Metropolitian ,conditions Fog,Jam 
0x2743 ,Metropolitian ,conditions Fog,Medium 
0x2830 ,Metropolitian ,conditions Fog,Medium 
0x5a64 ,Metropolitian ,conditions Cloudy,Medium 
0x11c3 ,Metropolitian ,conditions Windy,High 
0x25a9 ,Metropolitian ,conditions Stormy,Jam 
0x5ddc ,Metropolitian ,conditions Sandstorms,Medium 
0x6d86 ,Metropolitian ,conditions Windy,Low 
0x8e17 ,Metropolitian ,conditions Windy,Medium 
0x71a8 ,Metropolitian ,conditions Sandstorms,Low 
0x21a3 ,Metropolitian ,conditions Stormy,Low 
0xda11 ,Metropolitian ,conditions Cloudy,Jam 
0xb7a9 ,Metropolitian ,conditions Windy,Medium 
0xc501 ,Urban ,conditions Sandstorms,Jam 
0xb34d ,Metropolitian ,conditions Sunny,Low 
0x557a ,Metropolitian ,conditions Fog,Medium 
0xcdc3 ,Metropolitian ,conditions Fog,Low 
0x3750 ,Metropolitian ,conditions Windy,High 
0x1766 ,Metropolitian ,conditions Cloudy,Low 
0x53e8 ,Metropolitian ,conditions Stormy,Low 
0x12f4 ,Metropolitian ,conditions Windy,Jam 
0x3c01 ,Urban ,conditions Sunny,High 
0x9499 ,Metropolitian ,conditions Sandstorms,Medium 
0xa354 ,Metropolitian ,conditions Stormy,Medium 
0x5935 ,Metropolitian ,conditions Fog,Jam 
0x4f30 ,Metropolitian ,conditions Windy,Jam 
0x737d ,Urban ,conditions Cloudy,Jam 
0xa549 ,Metropolitian ,conditions Stormy,Jam 
0xa550 ,Metropolitian ,conditions Windy,Jam 
0xdac4 ,Metropolitian ,conditions Fog,Medium 
0xadca ,Metropolitian ,conditions Fog,Jam 
0x8c2b ,Metropolitian ,conditions Fog,Medium 
0x1f07 ,Metropolitian ,conditions Windy,Jam 
0x744d ,Metropolitian ,conditions Sandstorms,High 
0x7e84 ,Metropolitian ,conditions Stormy,Low 
0xa006 ,Urban ,conditions Fog,Low 
0x6e5f ,Metropolitian ,conditions Stormy,Medium 
0xb15e ,Metropolitian ,conditions Sandstorms,Jam 
0x1392 ,Metropolitian ,conditions Stormy,Jam 
0x8bc1 ,Metropolitian ,conditions Sandstorms,Jam 
0x3517 ,Metropolitian ,conditions Windy,Medium 
0xc0aa ,Metropolitian ,conditions Windy,Medium 
0x5e1a ,Metropolitian ,conditions Windy,Jam 
0xb05f ,Metropolitian ,conditions Stormy,Low 
0x11f8 ,Urban ,conditions Sandstorms,Medium 
0x2130 ,NaN ,conditions Sunny,Jam 
0x51d5 ,Metropolitian ,conditions Sunny,Jam 
0x43ea ,Metropolitian ,conditions Sandstorms,Jam 
0x4ae4 ,Metropolitian ,conditions Windy,Jam 
0x33ea ,Urban ,conditions Sunny,High 
0x8822 ,Metropolitian ,conditions Cloudy,Medium 
0xbb0 ,Metropolitian ,conditions Fog,Jam 
0x7ade ,Metropolitian ,conditions Stormy,Low 
0x2771 ,Metropolitian ,conditions Cloudy,Medium 
0x6d7f ,Metropolitian ,conditions Sunny,Low 
0x3bb5 ,Metropolitian ,conditions Sandstorms,Low 
0x39f0 ,Metropolitian ,conditions Windy,Low 
0x6f0b ,Metropolitian ,conditions Fog,Low 
0x6d91 ,Metropolitian ,conditions Sunny,Medium 
0xd866 ,Metropolitian ,conditions Windy,High 
0x6db4 ,Metropolitian ,conditions Sandstorms,Medium 
0x1271 ,Urban ,conditions Sandstorms,Jam 
0x8703 ,Metropolitian ,conditions Sandstorms,Jam 
0xc5b4 ,Metropolitian ,conditions Sandstorms,Jam 
0x5171 ,Urban ,conditions Fog,Jam 
0x5218 ,Metropolitian ,conditions Sunny,Medium 
0x6317 ,Urban ,conditions Sunny,Low 
0x44c1 ,Urban ,conditions Windy,Medium 
0x7e3a ,Urban ,conditions Windy,Low 
0x202e ,Metropolitian ,conditions Sunny,Low 
0x4215 ,Urban ,conditions Stormy,Low 
0x818d ,Urban ,conditions Cloudy,Medium 
0x4ac9 ,Metropolitian ,conditions Windy,Medium 
0x58e5 ,Metropolitian ,conditions Sunny,Low 
0x2b3d ,Metropolitian ,conditions Sunny,Jam 
0x19f2 ,Metropolitian ,conditions Sandstorms,Low 
0xe9f ,Metropolitian ,conditions Windy,Jam 
0x577d ,Metropolitian ,conditions Fog,Jam 
0x21e5 ,Metropolitian ,conditions Stormy,Low 
0x86dc ,Urban ,conditions Sunny,Medium 
0xad29 ,Metropolitian ,conditions Sunny,Low 
0x8e25 ,Metropolitian ,conditions Fog,Medium 
0x9f60 ,Metropolitian ,conditions Windy,Low 
0xd57f ,Metropolitian ,conditions Cloudy,Jam 
0xd294 ,Metropolitian ,conditions Sunny,Medium 
0xa1d8 ,Metropolitian ,conditions Cloudy,Low 
0x6974 ,Metropolitian ,conditions Cloudy,Medium 
0xc61b ,Metropolitian ,conditions Windy,Jam 
0x12a4 ,Metropolitian ,conditions Windy,Low 
0xcd9b ,Metropolitian ,conditions Stormy,Medium 
0xda12 ,Urban ,conditions Sunny,Medium 
0xd7f6 ,Metropolitian ,conditions Sunny,Low 
0xd055 ,Metropolitian ,conditions Windy,Jam 
0xb577 ,Metropolitian ,conditions Windy,Jam 
0x8112 ,Metropolitian ,conditions Fog,Medium 
0xc8bd ,Metropolitian ,conditions Windy,Jam 
0x3704 ,Metropolitian ,conditions Fog,Low 
0x3663 ,Metropolitian ,conditions Fog,Medium 
0xa141 ,Metropolitian ,conditions Cloudy,Medium 
0x66ed ,Urban ,conditions Fog,Low 
0xb2ac ,Metropolitian ,conditions Sandstorms,Low 
0xc6ee ,Metropolitian ,conditions Windy,Jam 
0xf05 ,Metropolitian ,conditions Sandstorms,Low 
0x17f1 ,Metropolitian ,conditions Stormy,High 
0x61c9 ,Metropolitian ,conditions Windy,Medium 
0xc757 ,Metropolitian ,conditions Fog,Jam 
0x61d9 ,Metropolitian ,conditions Sandstorms,High 
0x8294 ,Urban ,conditions Windy,Jam 
0x3fc0 ,Urban ,conditions Windy,Jam 
0x8f10 ,Metropolitian ,conditions Cloudy,Low 
0x1800 ,Urban ,conditions Sunny,Medium 
0x7dc9 ,Urban ,conditions Fog,Jam 
0x9dc4 ,Metropolitian ,conditions Stormy,Low 
0xad1e ,Metropolitian ,conditions Cloudy,Medium 
0x7bb ,Metropolitian ,conditions Sandstorms,Medium 
0xcb10 ,Metropolitian ,conditions Fog,Jam 
0x30ce ,Metropolitian ,conditions Fog,Jam 
0x1c72 ,Metropolitian ,conditions Fog,Low 
0x3e3b ,Metropolitian ,conditions Windy,Medium 
0x55c7 ,Metropolitian ,conditions Cloudy,Jam 
0xce1 ,Urban ,conditions Windy,Low 
0x6aba ,Metropolitian ,conditions Sandstorms,Medium 
0xc26d ,Metropolitian ,conditions Cloudy,Medium 
0x7e9c ,Metropolitian ,conditions Sandstorms,Medium 
0xbbd8 ,Metropolitian ,conditions Fog,High 
0xcf28 ,Metropolitian ,conditions Sandstorms,Low 
0x898a ,Urban ,conditions Fog,Low 
0x5f5a ,Urban ,conditions Windy,Jam 
0x988 ,Metropolitian ,conditions Stormy,Low 
0x8288 ,Metropolitian ,conditions Cloudy,Low 
0xa22b ,Urban ,conditions Windy,Low 
0xa07d ,Metropolitian ,conditions Sunny,Medium 
0xc190 ,Metropolitian ,conditions Stormy,Jam 
0x347b ,Metropolitian ,conditions Stormy,High 
0x56ba ,Metropolitian ,conditions Fog,Medium 
0xc87e ,Urban ,conditions Sunny,Medium 
0xa1ff ,Urban ,conditions Windy,Low 
0x4636 ,Metropolitian ,conditions Windy,High 
0x167c ,Metropolitian ,conditions Windy,Medium 
0x4b22 ,Metropolitian ,conditions Sandstorms,Low 
0x3718 ,Metropolitian ,conditions Windy,Jam 
0x41cd ,Metropolitian ,conditions Sandstorms,Jam 
0x4e34 ,Metropolitian ,conditions Sandstorms,Jam 
0x8f4b ,Metropolitian ,conditions Sandstorms,Jam 
0x2492 ,Metropolitian ,conditions Stormy,Low 
0x7480 ,Urban ,conditions Cloudy,Low 
0xfea ,Urban ,conditions Sunny,Low 
0x81e ,Metropolitian ,conditions Stormy,Jam 
0x67c5 ,Metropolitian ,conditions Windy,Jam 
0xaff2 ,Metropolitian ,conditions Sunny,Jam 
0xa44d ,Metropolitian ,conditions Sandstorms,Medium 
0x1a09 ,Metropolitian ,conditions Stormy,Medium 
0xf95 ,Metropolitian ,conditions Sunny,Jam 
0xcce3 ,Urban ,conditions Sunny,Jam 
0x2eff ,Metropolitian ,conditions Stormy,Low 
0x6f92 ,Metropolitian ,conditions Fog,Low 
0x2144 ,Metropolitian ,conditions Cloudy,Low 
0xd48e ,Metropolitian ,conditions Stormy,Low 
0x5eda ,Metropolitian ,conditions Sunny,High 
0x7a9 ,Metropolitian ,conditions Cloudy,Jam 
0x9d12 ,Metropolitian ,conditions Stormy,Jam 
0xae9a ,Metropolitian ,conditions Cloudy,Jam 
0xbe86 ,Metropolitian ,conditions Stormy,High 
0x1511 ,Metropolitian ,conditions Fog,Jam 
0xc268 ,Metropolitian ,conditions Stormy,High 
0x7785 ,Metropolitian ,conditions Stormy,Low 
0xbbb2 ,Metropolitian ,conditions Sunny,Jam 
0xdc60 ,Metropolitian ,conditions Stormy,Jam 
0x8551 ,Metropolitian ,conditions Windy,High 
0x1a5d ,Metropolitian ,conditions Sandstorms,Low 
0x64b1 ,Metropolitian ,conditions Windy,Low 
0x6b2a ,Metropolitian ,conditions Fog,Jam 
0x787f ,Metropolitian ,conditions Sunny,Jam 
0x2e4f ,Metropolitian ,conditions Windy,Jam 
0x192f ,Metropolitian ,conditions Fog,Jam 
0xc2d ,Metropolitian ,conditions Stormy,Low 
0xdd86 ,Metropolitian ,conditions Sunny,Jam 
0x3cf6 ,Metropolitian ,conditions Stormy,Jam 
0xbf2b ,Metropolitian ,conditions Cloudy,Jam 
0x8762 ,Metropolitian ,conditions Fog,High 
0x148e ,Metropolitian ,conditions Sunny,Jam 
0xd0e9 ,Metropolitian ,conditions Windy,Medium 
0x2afb ,Urban ,conditions Stormy,Medium 
0xaa4f ,Metropolitian ,conditions Windy,Medium 
0x3080 ,Urban ,conditions Stormy,Medium 
0xbc00 ,Metropolitian ,conditions Cloudy,Low 
0xd70d ,Urban ,conditions Cloudy,Low 
0x7297 ,NaN ,conditions Sandstorms,Low 
0x27f9 ,Metropolitian ,conditions Windy,Low 
0x2654 ,Metropolitian ,conditions Fog,Jam 
0xc571 ,Urban ,conditions Windy,Low 
0x3952 ,Metropolitian ,conditions Windy,Jam 
0x9497 ,Metropolitian ,conditions Stormy,High 
0x1c6b ,NaN ,conditions Sunny,Medium 
0x9c9d ,Metropolitian ,conditions Sandstorms,Low 
0xab0f ,Metropolitian ,conditions Stormy,Jam 
0x6ee8 ,Metropolitian ,conditions Cloudy,Medium 
0x9b6c ,Urban ,conditions Sandstorms,Medium 
0xd863 ,Urban ,conditions Windy,Low 
0x7e90 ,Metropolitian ,conditions Fog,Medium 
0xd2ff ,Metropolitian ,conditions Stormy,Medium 
0x8a99 ,Metropolitian ,conditions Sandstorms,Jam 
0xc803 ,Urban ,conditions Sunny,Medium 
0xb92a ,Metropolitian ,conditions Windy,Low 
0xc846 ,Metropolitian ,conditions Sandstorms,Jam 
0x764c ,Metropolitian ,conditions Fog,Medium 
0x8828 ,Urban ,conditions Sunny,Low 
0xda1d ,Metropolitian ,conditions Fog,Jam 
0x524e ,Metropolitian ,conditions Sandstorms,Low 
0x1ac9 ,Metropolitian ,conditions Sunny,Jam 
0xcd8c ,Urban ,conditions Cloudy,Medium 
0x1fbd ,Metropolitian ,conditions Sunny,Medium 
0xbe92 ,Metropolitian ,conditions Stormy,Jam 
0x7073 ,Metropolitian ,conditions Windy,Jam 
0x30a9 ,Metropolitian ,conditions Stormy,Medium 
0xd3fd ,Urban ,conditions Windy,Low 
0xc72f ,Metropolitian ,conditions Stormy,Medium 
0x6e72 ,Metropolitian ,conditions Fog,High 
0x9d3e ,Metropolitian ,conditions Cloudy,Low 
0x4c97 ,Semi-Urban ,conditions Sunny,High 
0x6cd ,Urban ,conditions Fog,Jam 
0x7b10 ,NaN ,conditions Stormy,Medium 
0x328c ,Metropolitian ,conditions Fog,High 
0xadf1 ,Metropolitian ,conditions Stormy,Medium 
0xe175 ,Metropolitian ,conditions Sunny,Low 
0x8b69 ,Metropolitian ,conditions Sandstorms,Jam 
0xe82 ,Metropolitian ,conditions Sandstorms,Jam 
0x6d6d ,Urban ,conditions Stormy,Jam 
0xd729 ,Urban ,conditions Sunny,High 
0x2b73 ,Metropolitian ,conditions Windy,Jam 
0x35f7 ,Urban ,conditions Stormy,Low 
0x6bd2 ,Urban ,conditions Fog,Low 
0x1608 ,Metropolitian ,conditions Fog,Low 
0x11a8 ,Urban ,conditions Windy,Jam 
0x905e ,Urban ,conditions Windy,Low 
0x2003 ,Metropolitian ,conditions Sandstorms,Low 
0x11e3 ,Metropolitian ,conditions Sandstorms,Low 
0x79cd ,Urban ,conditions Sunny,Low 
0xa65c ,Metropolitian ,conditions Stormy,Jam 
0x24ff ,Metropolitian ,conditions Windy,Medium 
0x1454 ,Urban ,conditions Cloudy,High 
0xe11a ,Urban ,conditions Windy,Low 
0x341d ,Metropolitian ,conditions Cloudy,Low 
0xb9e3 ,Metropolitian ,conditions Fog,Low 
0x1abe ,Urban ,conditions Sandstorms,Low 
0x5792 ,Metropolitian ,conditions Stormy,High 
0xc575 ,Urban ,conditions Sunny,Low 
0xc8df ,Metropolitian ,conditions Fog,High 
0x7626 ,Metropolitian ,conditions Cloudy,Low 
0x8833 ,Metropolitian ,conditions Sunny,High 
0x3e9 ,Metropolitian ,conditions NaN,NaN 
0x63df ,Metropolitian ,conditions Fog,Jam 
0x46c0 ,Metropolitian ,conditions Fog,Medium 
0x21c8 ,Metropolitian ,conditions Cloudy,Low 
0x1461 ,Metropolitian ,conditions Fog,Jam 
0x8a33 ,Metropolitian ,conditions Stormy,High 
0xdf41 ,Metropolitian ,conditions Stormy,Medium 
0x9eb6 ,Metropolitian ,conditions Cloudy,Low 
0x71bb ,Metropolitian ,conditions Cloudy,Low 
0x4570 ,Metropolitian ,conditions Cloudy,Low 
0xb4ff ,Metropolitian ,conditions Windy,Medium 
0x8f40 ,Urban ,conditions Fog,Low 
0x15c3 ,Metropolitian ,conditions Sandstorms,Jam 
0x18f2 ,Metropolitian ,conditions Fog,Low 
0x8cf6 ,Metropolitian ,conditions Stormy,High 
0x5c60 ,Metropolitian ,conditions Fog,Low 
0xc57a ,Metropolitian ,conditions Fog,Jam 
0xc70d ,Metropolitian ,conditions Stormy,Jam 
0xdc92 ,Metropolitian ,conditions Windy,Low 
0x1373 ,Urban ,conditions Stormy,Low 
0x9cad ,Metropolitian ,conditions Sunny,Jam 
0x4103 ,Metropolitian ,conditions Sandstorms,Medium 
0x8315 ,Metropolitian ,conditions Windy,Medium 
0xad3b ,Metropolitian ,conditions Cloudy,Low 
0xa655 ,Metropolitian ,conditions Stormy,Jam 
0xb263 ,Metropolitian ,conditions Sandstorms,Medium 
0xa48f ,Metropolitian ,conditions Fog,Medium 
0x4fa3 ,Metropolitian ,conditions Windy,Medium 
0x7abe ,Metropolitian ,conditions Sunny,Low 
0x8652 ,Metropolitian ,conditions Fog,Medium 
0x8fb7 ,Metropolitian ,conditions Sandstorms,Jam 
0x7d49 ,Metropolitian ,conditions Sandstorms,Low 
0x6594 ,Urban ,conditions Fog,Low 
0x61b7 ,Metropolitian ,conditions Stormy,Medium 
0xb5d9 ,Metropolitian ,conditions Cloudy,Medium 
0xbff5 ,Metropolitian ,conditions Windy,Low 
0x13c0 ,Metropolitian ,conditions Sunny,High 
0x7a66 ,Urban ,conditions Windy,High 
0x7f33 ,Metropolitian ,conditions Windy,Jam 
0x3312 ,Metropolitian ,conditions Fog,High 
0x1fff ,Metropolitian ,conditions Sunny,Medium 
0xb448 ,Metropolitian ,conditions Stormy,Medium 
0x792 ,Urban ,conditions Cloudy,Low 
0x5f8f ,Metropolitian ,conditions Cloudy,Low 
0x93a3 ,Metropolitian ,conditions Fog,High 
0x3db5 ,Urban ,conditions Stormy,Jam 
0xc264 ,Metropolitian ,conditions Fog,Medium 
0xd920 ,Metropolitian ,conditions Fog,Medium 
0x58c1 ,Metropolitian ,conditions Fog,Low 
0x2e78 ,Metropolitian ,conditions Cloudy,Low 
0x6e24 ,Metropolitian ,conditions Cloudy,Jam 
0x308b ,Urban ,conditions Stormy,Jam 
0x8d8d ,Metropolitian ,conditions Cloudy,Medium 
0x57da ,Metropolitian ,conditions Windy,Low 
0x4c1f ,Metropolitian ,conditions Fog,Jam 
0xb4ea ,Urban ,conditions Windy,Jam 
0x83f ,Metropolitian ,conditions Sunny,High 
0x5b4d ,Metropolitian ,conditions Windy,Medium 
0x1bac ,Metropolitian ,conditions Windy,Jam 
0x6e42 ,Metropolitian ,conditions Stormy,Low 
0x331e ,Urban ,conditions Fog,Low 
0x82ac ,Metropolitian ,conditions Sandstorms,Low 
0x442 ,Metropolitian ,conditions NaN,NaN 
0x975b ,Metropolitian ,conditions Windy,Low 
0xd05e ,Metropolitian ,conditions Sunny,High 
0xa78c ,Urban ,conditions Sunny,Low 
0x5e3d ,Metropolitian ,conditions Sandstorms,Jam 
0xd018 ,Metropolitian ,conditions Sandstorms,Low 
0x3adc ,Metropolitian ,conditions Cloudy,Jam 
0xacbb ,Metropolitian ,conditions Stormy,High 
0x3091 ,Metropolitian ,conditions Fog,Low 
0x40f1 ,Urban ,conditions Stormy,Low 
0x876 ,Urban ,conditions Fog,Low 
0xc3a6 ,Metropolitian ,conditions Fog,Jam 
0xa6f4 ,Urban ,conditions Cloudy,Low 
0x9ded ,Metropolitian ,conditions Fog,High 
0xd6a0 ,Urban ,conditions Stormy,Low 
0x7b29 ,Metropolitian ,conditions Fog,Jam 
0x1801 ,Metropolitian ,conditions Fog,Medium 
0x4de1 ,Metropolitian ,conditions Cloudy,High 
0x3bf4 ,Metropolitian ,conditions Fog,Low 
0xa4fa ,NaN ,conditions Cloudy,Low 
0x77e3 ,Metropolitian ,conditions Cloudy,High 
0xe1c3 ,Metropolitian ,conditions Sunny,Jam 
0x2580 ,Metropolitian ,conditions Cloudy,Low 
0x3c73 ,Metropolitian ,conditions Sunny,Low 
0x88c ,Metropolitian ,conditions Sunny,Low 
0x64de ,Metropolitian ,conditions Sandstorms,Low 
0x8eae ,Metropolitian ,conditions Sunny,Medium 
0xdd6d ,Metropolitian ,conditions Sunny,High 
0x922e ,Metropolitian ,conditions Sandstorms,Medium 
0x1d45 ,Metropolitian ,conditions Stormy,Jam 
0x83f1 ,Metropolitian ,conditions Windy,Medium 
0x1d5c ,Urban ,conditions Sunny,Jam 
0x1f54 ,NaN ,conditions Stormy,Medium 
0x7e08 ,Metropolitian ,conditions Stormy,High 
0x5d93 ,Metropolitian ,conditions Sunny,High 
0x8053 ,Metropolitian ,conditions Stormy,Low 
0xb89d ,Urban ,conditions Cloudy,Low 
0x1be4 ,Metropolitian ,conditions Cloudy,Jam 
0xd6c0 ,Metropolitian ,conditions Fog,Jam 
0xaeaa ,Metropolitian ,conditions Cloudy,Jam 
0x21ce ,Metropolitian ,conditions Cloudy,High 
0xd864 ,Metropolitian ,conditions Sandstorms,Medium 
0x20a9 ,Metropolitian ,conditions Cloudy,Medium 
0x2ff9 ,Metropolitian ,conditions Fog,Jam 
0x37eb ,Metropolitian ,conditions Sunny,Jam 
0x48e6 ,Urban ,conditions Fog,Jam 
0xa7d0 ,Metropolitian ,conditions Sunny,Low 
0x999 ,Metropolitian ,conditions Cloudy,Low 
0xc58d ,Urban ,conditions Cloudy,Medium 
0x6c5e ,Metropolitian ,conditions Stormy,Medium 
0x3cda ,Metropolitian ,conditions Fog,Medium 
0xe015 ,Urban ,conditions Cloudy,Medium 
0xb0a0 ,Metropolitian ,conditions Windy,Medium 
0xb8f2 ,Urban ,conditions Windy,High 
0xaa5c ,Metropolitian ,conditions Cloudy,Low 
0x6e45 ,Metropolitian ,conditions Stormy,Low 
0x59d1 ,Metropolitian ,conditions Sunny,Jam 
0x68cb ,Metropolitian ,conditions Windy,Medium 
0xfb2 ,Urban ,conditions Sunny,High 
0x6743 ,Metropolitian ,conditions Sandstorms,Jam 
0x98f7 ,Metropolitian ,conditions Windy,Low 
0xc42d ,Urban ,conditions Sandstorms,Low 
0x327b ,Urban ,conditions Sunny,Low 
0x4ef9 ,Metropolitian ,conditions Stormy,Low 
0xd3ea ,Metropolitian ,conditions Sandstorms,High 
0xa4de ,Urban ,conditions Sandstorms,Medium 
0xc944 ,Urban ,conditions Sandstorms,Low 
0x1e17 ,Metropolitian ,conditions Stormy,Low 
0x761a ,Urban ,conditions Cloudy,Low 
0x5402 ,Metropolitian ,conditions Sunny,Low 
0xcc18 ,Metropolitian ,conditions Sandstorms,High 
0xe03f ,Metropolitian ,conditions Stormy,Medium 
0x3cb9 ,Urban ,conditions Cloudy,Low 
0xe3d ,Metropolitian ,conditions Sandstorms,Low 
0x95d6 ,Metropolitian ,conditions Windy,Low 
0x44a2 ,Metropolitian ,conditions Cloudy,Medium 
0x738b ,Urban ,conditions Windy,Jam 
0x5ad7 ,Metropolitian ,conditions Fog,Low 
0x673d ,Metropolitian ,conditions Cloudy,Jam 
0x2392 ,Urban ,conditions Fog,Medium 
0xc5e ,NaN ,conditions Sandstorms,Low 
0x7b0f ,NaN ,conditions Windy,Medium 
0x6c34 ,NaN ,conditions Cloudy,Low 
0xd256 ,Urban ,conditions Fog,Jam 
0x8eb2 ,Urban ,conditions Fog,Low 
0x4ef6 ,Metropolitian ,conditions Stormy,Jam 
0xbd55 ,Metropolitian ,conditions Cloudy,Jam 
0xb49e ,Metropolitian ,conditions Sunny,High 
0xa3c5 ,Metropolitian ,conditions Sunny,Jam 
0xd4ea ,Metropolitian ,conditions Stormy,Jam 
0x172c ,Metropolitian ,conditions Fog,High 
0x82b0 ,Metropolitian ,conditions Fog,High 
0x8d71 ,Metropolitian ,conditions Fog,Medium 
0x76ef ,Metropolitian ,conditions Windy,Jam 
0xd1a8 ,Urban ,conditions Windy,Jam 
0xb4c5 ,Metropolitian ,conditions Windy,Jam 
0xe279 ,Metropolitian ,conditions Sandstorms,High 
0xae43 ,Metropolitian ,conditions Windy,Low 
0x4a8f ,Metropolitian ,conditions Fog,Medium 
0x8f79 ,Metropolitian ,conditions Windy,Jam 
0x6683 ,Urban ,conditions Sandstorms,Jam 
0x1273 ,Metropolitian ,conditions Windy,Medium 
0x958b ,Metropolitian ,conditions Cloudy,Jam 
0x2652 ,Metropolitian ,conditions Fog,Low 
0x9c76 ,Urban ,conditions Cloudy,High 
0x10b9 ,Metropolitian ,conditions Fog,Jam 
0xcf6d ,Metropolitian ,conditions Stormy,Low 
0xe0cf ,Metropolitian ,conditions Cloudy,High 
0x9b89 ,Metropolitian ,conditions Sandstorms,Low 
0x9f6e ,Metropolitian ,conditions Stormy,Jam 
0x28fe ,Metropolitian ,conditions Cloudy,Jam 
0x835f ,Metropolitian ,conditions Fog,Jam 
0x7225 ,Metropolitian ,conditions Sunny,Medium 
0x1ae6 ,Urban ,conditions Cloudy,Low 
0xd888 ,Metropolitian ,conditions Windy,Low 
0x29cd ,Metropolitian ,conditions Fog,Jam 
0x5953 ,Urban ,conditions Cloudy,Low 
0xc7f9 ,Metropolitian ,conditions Cloudy,Jam 
